date,team,name,status
1994-12-10, Spurs, • Julius Nwosu, placed on IR with right tibia stress fracture
1994-12-12, Bullets, • Don MacLean, placed on IR with chronically sore knees
1994-12-12, Bullets, • Gheorghe Muresan, activated from IL
1994-12-12, Celtics, • Dino Radja, placed on IR with broken bone in left hand
1994-12-12, Celtics, • Tony Harris, plaved on IR with sore knee
1994-12-12, Celtics, • Sherman Douglas, activated from IL
1994-12-12, Rockets, • Eric Riley, activated from IL
1994-12-12, Suns, • Aaron Swinson, placed on IL with tendinitis in knee
1994-12-12, Suns, • Kevin Johnson, activated from IL
1994-12-12, Celtics, • Pervis Ellison, activated from IL
1994-12-13, Bulls, • Corie Blount, activated from IL
1994-12-14, Kings, • Trevor Wilson, placed on IL with strained right elbow
1994-12-15, Kings, • Lionel Simmons, activated from IL
1994-12-15, Knicks, • Ronnie Grandison, activated from IL
1994-12-15, Nuggets, • Darnell Mee, placed on IL with sprained right ankle
1994-12-15, Nuggets, • Reggie Williams, activated from IL
1994-12-15, Pistons, • Mark West (a), placed on IL with torn cartilage in left knee (date approximate)
1994-12-16, Knicks, • Charlie Ward, activated from IL
1994-12-16, Timberwolves, • Stacey King, placed on IL with sprained left knee / ankle (Stats)
1994-12-17, Hornets, • Tom Tolbert, activated from IL
1994-12-18, Blazers, • James Edwards, activated from IL
1994-12-20, Warriors, • Ricky Pierce, placed on IL with bulging disc in lower back
1994-12-23, Bullets, • Chris Webber, placed on IR with dislocated shoulder
1994-12-23, Bullets, • Anthony Tucker, activated from IL
1994-12-23, Bullets, • Kenny Walker, activated from IL
1994-12-23, Pistons, • Oliver Miller, activated from IL
1994-12-27, Knicks, • Charles Oakley, placed on IR with dislocated toe
1994-12-27, Knicks, • Doug Christie, activated from IL
1994-12-27, Nets, • Sean Higgins, placed on IR with asthmatic bronchitis & flu
1994-12-27, Nets, • Chris Childs, activated from IL
1994-12-28, Celtics, • Tony Harris, activated from IL
1994-12-29, Suns, • Aaron Swinson, activated from IL
1994-12-30, Pistons, • Oliver Miller, placed on IL with broken right hand (wrist per Stats) (out 4-5 weeks)
1994-12-30, Spurs, • Chris Whitney, placed on IR with tendinitis
1994-12-30, Spurs, • Willie Anderson, activated from IL
1994-12-30, Timberwolves, • Andres Guibert, placed on IL with strained lower back
1994-12-30, Timberwolves, • Stacey King, activated from IL
1995-01-02, Jazz, • David Benoit, placed on IL with stress reaction in right ankle
1995-01-02, Knicks, • Herb Williams, placed on IL with broken left hand (out 6-8 weeks)
1995-01-03, Bulls, • Larry Krystkowiak," placed on IR with inflammation of right knee (date 01-04 per P, Bulls media guide)"
1995-01-03, Pistons, • Lindsey Hunter, placed on IR with surgery to repair fractured bone in right foot (date approximate)
1995-01-04, Bulls, • Luc Longley, activated from IL
1995-01-05, Clippers, • Gary Grant, activated from IL
1995-01-09, Blazers, • Steve Henson, placed on IL with sprained toe on left foot
1995-01-09, Blazers, • Aaron McKie, activated from IL
1995-01-09, Celtics, • Acie Earl, placed on IL with sprained right wrist
1995-01-09, Celtics, • Dino Radja, activated from IL
1995-01-09, Kings, • Trevor Wilson, activated from IL
1995-01-09, Lakers, • Sedale Threatt, placed on IL with stress fracture in right foot
1995-01-10, Warriors, • Carlos Rogers, placed on IL with strained lower back
1995-01-10, Warriors, • Chris Mullin, activated from IL
1995-01-11, Timberwolves, • Charles Shackleford, activated from IL
1995-01-12, Magic, • Jeff Turner, placed on IL with swelling in left knee
1995-01-12, Magic, • Jeff Turner, activated from IL
1995-01-13, Spurs, • Moses Malone, placed on IR with injured right ankle
1995-01-13, Spurs, • Chris Whitney, activated from IL
1995-01-13, Timberwolves, • Stacey King, placed on IR with sprained left ankle (date 01-11 per Stats)
1995-01-16, Nuggets, • Tom Hammonds, placed on IR with sprained ligaments in right knee
1995-01-16, Nuggets, • Darnell Mee, activated from IL
1995-01-17, Jazz, • Felton Spencer, place on IR with torn left Achilles tendon (out for season)
1995-01-18, Jazz, • Jay Humphries, placed on IL with sore knee
1995-01-18, Jazz, • David Benoit, activated from IL
1995-01-19, Blazers, • Aaron McKie, placed on IL with sprained right shoulder
1995-01-19, Nets, • Eric Floyd / Sleepy Floyd, placed on IL with tendinitis in both knees
1995-01-19, Nets, • Sean Higgins, activated from IL
1995-01-19, Pistons, • Mark West (a), activated from IL
1995-01-19, Warriors, • Chris Mullin, placed on IL with sprained left ankle
1995-01-19, Warriors, • Carlos Rogers, activated from IL
1995-01-20, Blazers, • Steve Henson, activated from IL
1995-01-20, Celtics, • Derek Strong, placed on IR with bruised left shoulder
1995-01-20, Celtics, • Acie Earl, activated from IL
1995-01-20, Hornets, • Tom Tolbert, placed on IR with left foot
1995-01-20, Hornets, • Michael Adams, activated from IL
1995-01-24, Pistons, • Ivano Newbill, placed on IR with sore left Achilles heel (date 1/26 per Stats)
1995-01-24, Pistons, • Oliver Miller, activated from IL (date 1/26 per Stats)
1995-01-26, Cavaliers, • Mark Price, placed on IL with broken right wrist
1995-01-27, Mavericks, • Roy Tarpley, placed on IL with right knee tendinitis
1995-01-27, Nuggets, • Darnell Mee, placed on IL with sprained ankle
1995-01-27, Nuggets, • Tom Hammonds, activated from IL
1995-01-31, Lakers, • Sam Bowie, placed on IL with sprained right thumb
1995-01-31, Lakers, • Sedale Threatt, activated from IL
1995-02-01, Nets, • Sean Higgins, placed on IL with sprained right ankle
1995-02-01, Nets, • Eric Floyd / Sleepy Floyd, activated from IL
1995-02-01, Nuggets, • Darnell Mee, activated from IL
1995-02-02, Rockets, • Carl Herrera, placed on IL with hamstring injury
1995-02-02, Timberwolves, • Chris Smith (b), placed on IR with Achilles tendinitis
1995-02-02, Timberwolves, • Stacey King, activated from IL
1995-02-03, Bullets, • Chris Webber, activated from IL
1995-02-04, Bullets, • Rex Chapman, placed on IR with fractured tip of right thumb (out 3 weeks)
1995-02-04, Rockets, • Robert Horry, placed on IL
1995-02-06, Clippers, • Eric Riley," placed on IR with brused collarbone, bruised ribs, bruised left foot, and split lip (suffered in car accident)"
1995-02-06, Clippers, • Elmore Spencer, activated from IL
1995-02-06, Suns, • Antonio Lang, activated from IL
1995-02-06, Suns, • Danny Manning, placed on IL with torn ACL in left knee
1995-02-08, Celtics, • Jay Humphries, placed on IL
1995-02-08, Celtics, • Derek Strong, activated from IL
1995-02-08, Kings, • Doug Lee, placed on IL with back spasms
1995-02-08, Kings, • Henry Turner, activated from IL
1995-02-13, Lakers, • Cedric Ceballos, placed on IL with torn ligament in right thumb
1995-02-14, Blazers, • Aaron McKie, activated from IL
1995-02-14, Hawks, • Craig Ehlo, surgery on left knee (out 4-6 weeks)
1995-02-14, Knicks, • Herb Williams, activated from IL
1995-02-14, Rockets, • Robert Horry, placed on IR with strained back
1995-02-14, Timberwolves, • Chris Smith (b), activated from IL
1995-02-14, Warriors, • Ryan Lorthridge, placed on IR with viral influenza
1995-02-14, Warriors, • Ricky Pierce, activated from IL
1995-02-15, 76ers, • B.J. Tyler, placed on IL with strained abdominal muscle
1995-02-15, Lakers, • Sam Bowie, activated from IL
1995-02-15, Warriors, • Manute Bol, activated from IL
1995-02-16, Nets, • Sean Higgins, activated from IL
1995-02-17, 76ers, • Clarence Weatherspoon, placed on IL with sprained right ankle
1995-02-17, Blazers, • James Edwards, placed on IR with pulled stomach muscle / acute gastritis
1995-02-17, Blazers, • Terry Porter (b), activated from IL
1995-02-17, Nets, • Eric Floyd / Sleepy Floyd, placed on IR with degenerative left knee (date 2/16 per Stats)
1995-02-18, Pacers, • LaSalle Thompson, placed on IR with torn shoulder tendon
1995-02-18, Timberwolves, • Stacey King, placed on IR with sprained left ankle (date 02-14 per Stats)
1995-02-19, Pacers, • Antonio Davis, activated from IL
1995-02-20, Clippers, • Gary Grant, placed on IL with strained lower back
1995-02-21, Bullets, • Kenny Walker, placed on IL with tendinitis in both knees
1995-02-21, Bullets, • Rex Chapman, activated from IL
1995-02-21, Clippers, • Elmore Spencer, placed on IL with sprained left ankle
1995-02-21, Clippers, • Eric Riley, activated from IL
1995-02-21, Mavericks, • Doug Smith, placed on IL with sprained right knee
1995-02-21, Rockets, • Carl Herrera, activated from IL
1995-02-21, Warriors, • Rony Seikaly, placed on IR with right knee (ankle per Stats) tendinitis
1995-02-21, Warriors, • Ryan Lorthridge, activated from IL
1995-02-22, Lakers, • Eddie Jones, placed on IL with sprained right shoulder
1995-02-22, Nuggets, • Reggie Slater, placed on IL with torn ligament in knee
1995-02-22, Rockets, • Tim Breaux, placed on IL with strained lower back (date 02-21 per Stats)
1995-02-23, Rockets, • Zan Tabak, placed on IL with strained lower back
1995-02-23, Rockets, • Robert Horry, activated from IL
1995-02-24, Hawks, • Craig Ehlo, placed on IL with torn cartilage in left knee
1995-02-24, Sonics, • Dontonio Wingfield, placed on IR with lumbar strain
1995-02-24, Sonics, • Steve Scheffler, activated from IL
1995-02-25, Knicks, • Charles Oakley, activated from IL
1995-02-26, 76ers, • Jeff Malone, placed on IL with bruised right heel
1995-02-26, 76ers, • B.J. Tyler, activated from IL
1995-02-26, 76ers, • Clarence Weatherspoon, activated from IL
1995-02-26, Knicks, • Anthony Bonner, placed on IL with sprained right ankle
1995-02-26, Timberwolves, • Charles Shackleford, placed on IL with strained lower back
1995-02-26, Timberwolves, • Stacey King, activated from IL
1995-02-27, Celtics, • David Wesley, placed on IL with surgery on left knee
1995-02-27, Lakers, • Sam Bowie, placed on IL with fractured rib
1995-02-27, Timberwolves, • Charles Shackleford, activated from IL
1995-02-28, Bullets, • Rex Chapman, placed on IR with fractured right thumb
1995-02-28, Bullets, • Don MacLean, activated from IL
1995-02-28, Lakers, • George Lynch, placed on IL with stress fracture in right foot
1995-02-28, Mavericks, • Roy Tarpley, activated from IL
1995-03-01, Pistons, • Bill Curley, placed on IR with severely sprained right ankle
1995-03-01, Pistons, • Ivano Newbill, activated from IL
1995-03-02, Rockets, • Carl Herrera, placed on IL with strained left hamstring
1995-03-02, Rockets, • Robert Horry, placed on IR with inflamed facet joint in lower back
1995-03-02, Rockets, • Tim Breaux, activated from IL
1995-03-03, Nuggets, • Robert Pack, placed on IR with left knee injury
1995-03-03, Rockets, • Zan Tabak, activated from IL
1995-03-03, Timberwolves, • Pat Durham, placed on IL with sprained right ankle
1995-03-03, Timberwolves, • Andres Guibert, activated from IL
1995-03-04, Hawks, • Jim Les, placed on IL with left foot injury
1995-03-04, Mavericks, • Jim Jackson, placed on IL with sprained left ankle
1995-03-04, Mavericks, • Doug Smith, activated from IL
1995-03-06, Heat, • Khalid Reeves, placed on IL with sprained left ankle
1995-03-07, Knicks, • Charles Smith (Daniel), placed on IL with sprained left knee
1995-03-07, Pistons, • Lindsey Hunter, activated from IL
1995-03-07, Warriors, • Carlos Rogers, placed on IR with bone chips in right ankle (date 3/8 per Stats)
1995-03-08, Knicks, • Anthony Bonner, activated from IL
1995-03-10, Bullets, • Larry Stewart, placed on IR with injured foot
1995-03-10, Bullets, • Rex Chapman, activated from IL
1995-03-11, Warriors, • Ricky Pierce, placed on IR with plantar faciitis in right heel
1995-03-11, Warriors, • Chris Mullin, activated from IL
1995-03-12, Rockets, • Carl Herrera, activated from IL
1995-03-12, Timberwolves, • Pat Durham, activated from IL
1995-03-13, Timberwolves, • Andres Guibert, placed on IL with strained lower back (date 03-12 per Stats)
1995-03-14, Suns, • Wayman Tisdale, placed on IR with strained left rib
1995-03-16, Cavaliers, • John Battle, placed on IL
1995-03-16, Cavaliers, • Mark Price, activated from IL
1995-03-16, Hornets, • Michael Adams, placed on IL with strained left calf
1995-03-16, Hornets, • Kenny Gattison, activated from IL
1995-03-17, Bullets, • Scott Skiles, placed on IL with sore wrist
1995-03-17, Bullets, • Kenny Walker, activated from IL
1995-03-17, Knicks, • Charles Smith (Daniel), activated from IL (date 3/20 per Stats)
1995-03-18, Bulls, • Dickey Simpkins, placed on IL with right Achilles tendinitis
1995-03-19, Bullets, • Kevin Duckworth, placed on IR with ankle injury
1995-03-19, Bullets, • Larry Stewart, activated from IL
1995-03-19, Heat, • Khalid Reeves, activated from IL
1995-03-19, Warriors, • Tim Hardaway Sr., placed on IR with surgery on left wrist
1995-03-19, Warriors, • Carlos Rogers, activated from IL
1995-03-20, Clippers, • Malik Sealy, placed on IR with strained left hip
1995-03-20, Clippers, • Gary Grant, activated from IL
1995-03-20, Spurs, • Dennis Rodman, placed on IL with separated right shoulder
1995-03-20, Spurs, • Julius Nwosu, activated from IL
1995-03-21, Bulls, • Jud Buechler, placed on IL with right knee tendinitis
1995-03-21, Bulls, • Larry Krystkowiak, activated from IL
1995-03-21, Kings, • Doug Lee, activated from IL
1995-03-22, 76ers, • Jeff Malone, activated from IL
1995-03-22, Celtics, • Jay Humphries, activated from IL
1995-03-22, Lakers, • Randolph Keys, placed on IL with strained abdominal muscle
1995-03-22, Lakers, • Cedric Ceballos, activated from IL
1995-03-23, Hawks, • Craig Ehlo, activated from IL
1995-03-23, Rockets, • Zan Tabak, placed on IR with gastroenteritis (stomach flu) and vertigo
1995-03-23, Rockets, • Robert Horry, activated from IL
1995-03-23, Sonics, • Vincent Askew, placed on IR with left foot injury
1995-03-23, Sonics, • Dontonio Wingfield, activated from IL
1995-03-24, 76ers, • Willie Burton, placed on IL with sprained right ankle
1995-03-24, Heat, • Ledell Eackles, placed on IL with sore left shoulder
1995-03-24, Sonics, • Bill Cartwright, placed on IR with surgery on left elbow
1995-03-24, Sonics, • Rich King, activated from IL
1995-03-24, Suns, • Antonio Lang, placed on IL with sprained left knee
1995-03-24, Suns, • Wayman Tisdale, activated from IL
1995-03-25, 76ers, • B.J. Tyler, placed on IL with separated right shoulder
1995-03-26, Knicks, • Charlie Ward, placed on IL with sore left shoulder / elbow injury (per Stats)
1995-03-26, Lakers, • Tony Smith (b), placed on IL with leg injury
1995-03-26, Lakers, • Eddie Jones, activated from IL
1995-03-28, Celtics, • Rick Fox, placed on IR with bone spurs in both ankles
1995-04-01, Bulls, • Larry Krystkowiak, placed on IR with inflamed right knee injury
1995-04-01, Bulls, • Dickey Simpkins, activated from IL
1995-04-01, Rockets, • Tim Breaux, placed on IL with strained lower back (date 04-04 per Stats)
